,type,char,movie,Freebase_character/actor_map_ID,Actor_name,Gender
289,final_girl,Sarah Connor,The Terminator,/m/0k6m_h,Linda Hamilton,F
290,final_girl,Laurie Strode,Halloween,/m/0jz2x0,Jamie Lee Curtis,F
291,final_girl,Whitney Miller,Friday the 13th,/m/04ls8ty,Amanda Righetti,F
292,gadgeteer_genius,Dr. Loveless,Wild Wild West,/m/0k82tm,Kenneth Branagh,M
293,gadgeteer_genius,Artemus Gordon,Wild Wild West,/m/0k82tg,Kevin Kline,M
294,gadgeteer_genius,Lewis,Meet the Robinsons,/m/0k0kn_,Tom Selleck,M
295,gadgeteer_genius,Ling Ling Fat,Forbidden City Cop,/m/02vb6nv,Stephen Chow,M
296,gadgeteer_genius,Lucius Fox,The Dark Knight,/m/045yrqg,Morgan Freeman,M
297,gentleman_thief,John Robie,To Catch a Thief,/m/0k75r_,Cary Grant,M
298,gentleman_thief,Sir Charles Lytton,The Pink Panther,/m/0k63yr,David Niven,M
299,gentleman_thief,Neil McCauley,Heat,/m/0jz8sq,Robert De Niro,M
300,gentleman_thief,Rodney Skinner,The League of Extraordinary Gentlemen,/m/0k5ns5,Tony Curran,M
301,loveable_rogue,Rodney Skinner,The League of Extraordinary Gentlemen,/m/0k5ns5,Tony Curran,M
302,gentleman_thief,Nick Wells,The Score,/m/0k6d1f,Robert De Niro,M
303,granola_person,Beth,John Tucker Must Die,/m/0j_6h2,Sophia Bush,F
304,granola_person,Jasper Palmer,Children of Men,/m/0jwbh7,Michael Caine,M
305,granola_person,Max Dennison,Hocus Pocus,/m/02vd92w,Omri Katz,M
306,granola_person,Lotte Schwartz,Being John Malkovich,/m/0jv6mp,Cameron Diaz,F
307,granola_person,Ana Pascal,Stranger Than Fiction,/m/0k3t_x,Maggie Gyllenhaal,F
308,granola_person,Ashley,Orange County,/m/0k1m4g,Schuyler Fisk,F
309,granola_person,Sheldon Mopes,Death to Smoochy,/m/0jx3b8,Edward Norton,M
310,granola_person,Bill Django,The Men Who Stare at Goats,/m/06679y8,Jeff Bridges,M
311,grumpy_old_man,Max Goldman,Grumpy Old Men,/m/02vcwz0,Walter Matthau,M
312,grumpy_old_man,Walt Kowalski,Gran Torino,/m/059t435,Clint Eastwood,M
313,grumpy_old_man,Carl Fredricksen,Up,/m/045_cb3,Ed Asner,M
314,grumpy_old_man,Howard Beale,Network,/m/0k168v,Peter Finch,M
315,grumpy_old_man,Judge Elihu Smails,Caddyshack,/m/04w0v_v,Ted Knight,M
316,hardboiled_detective,Sam Spade,The Maltese Falcon,/m/04dmkpj,Humphrey Bogart,M
317,hardboiled_detective,Philip Marlowe,The Big Sleep,/m/0k4gwm,Humphrey Bogart,M
318,hardboiled_detective,Dist. Atty. Martin Ferguson,The Enforcer,/m/0k4_sm,Humphrey Bogart,M
319,hardboiled_detective,Capt. 'Rip' Murdock,Dead Reckoning,/m/0jx253,Humphrey Bogart,M
320,hardboiled_detective,Jeff Bailey,Out of the Past,/m/0k1nzj,Robert Mitchum,M
321,hardboiled_detective,J. J. Gittes,Chinatown,/m/0jwcjk,Jack Nicholson,M
322,hardboiled_detective,Eddie Valiant,Who Framed Roger Rabbit,/m/0k81jp,Bob Hoskins,M
323,heartbroken_badass,Mina Harker,The League of Extraordinary Gentlemen,/m/0k5ns0,Peta Wilson,F
324,heartbroken_badass,James Bond,Quantum of Solace,/m/03hqwg_,Daniel Craig,M
325,heartbroken_badass,Max Rockatansky,Mad Max,/m/0k09b2,Mel Gibson,M
326,heartbroken_badass,Tallahassee,Zombieland,/m/05skv28,Woody Harrelson,M
327,heartbroken_badass,Bruce Wayne,The Dark Knight Rises,/m/0n4g1dv,Christian Bale,M
328,henpecked_husband,Norbit,Norbit,/m/01z0rf5,Eddie Murphy,M
329,henpecked_husband,Bobby Davis,Wild Hogs,/m/0256cyz,Martin Lawrence,M
330,henpecked_husband,Dr. Ernest Menville,Death Becomes Her,/m/0jx2_4,Bruce Willis,M
331,henpecked_husband,Dr. Howard Bannister,"What's Up, Doc?",/m/0k7_cy,Ryan O'Neal,M
332,henpecked_husband,Ned Schneebly,School of Rock,/m/0k2zjr,Mike White,M
333,hitman_with_a_heart,Julian Noble,The Matador,/m/0k5wt7,Pierce Brosnan,M
334,hitman_with_a_heart,Jimmy 'The Tulip' Tudeski,The Whole Nine Yards,/m/0k6x0x,Bruce Willis,M
335,hitman_with_a_heart,Mr. Goodkat,Lucky Number Slevin,/m/0k087f,Bruce Willis,M
336,hitman_with_a_heart,John Lee,The Replacement Killers,/m/0k68kd,Chow Yun-Fat,M
337,hitman_with_a_heart,Il Duce,The Boondock Saints,/m/0k4k6j,Billy Connolly,M
338,hitman_with_a_heart,Jason Bourne,The Bourne Identity,/m/0k4kcz,Matt Damon,M
339,hitman_with_a_heart,Frank Falenczyk,You Kill Me,/m/02vb7cx,Ben Kingsley,M
340,hitman_with_a_heart,Wesley Gibson,Wanted,/m/02vb_l5,James McAvoy,M
341,hitman_with_a_heart,Vincent,Collateral,/m/0jwkz6,Tom Cruise,M
342,jerk_jock,Austin,Not Another Teen Movie,/m/0k1cs5,Eric Christian Olsen,M
343,jerk_jock,Jim,Edward Scissorhands,/m/0jxqwd,Anthony Michael Hall,M
344,jerk_jock,Kurt Kelly,Heathers,/m/0h5slxp,Lance Fenton,M
345,jerk_jock,Bo,Cursed,/m/0jwwhw,Milo Ventimiglia,M
346,jerk_jock,Garth,Alpha and Omega,/m/0d2jcym,Chris Carmack,M
347,junkie_prophet,Agatha,Minority Report,/m/0k0pgt,Samantha Morton,F
348,junkie_prophet,Cassie Holmes,Push,/m/040kc5w,Dakota Fanning,F
349,klutz,Mia Thermopolis,The Princess Diaries,/m/02vbfh2,Anne Hathaway,F
350,klutz,Seymour Krelborn,Little Shop of Horrors,/m/0k020r,Rick Moranis,M
351,loser_protagonist,Paul Blart,Paul Blart: Mall Cop,/m/059sm0m,Kevin James,M
352,loser_protagonist,Sidney Young,How to Lose Friends & Alienate People,/m/040l_q8,Simon Pegg,M
353,loser_protagonist,Dennis,"Run, Fat Boy, Run",/m/03lvx8n,Simon Pegg,M
354,loser_protagonist,Mark Bellison,The Invention of Lying,/m/062xh9l,Ricky Gervais,M
355,loser_protagonist,Dewey Finn,School of Rock,/m/0k2zjf,Jack Black,M
356,slacker,Dewey Finn,School of Rock,/m/0k2zjf,Jack Black,M
357,loser_protagonist,Rob Gordon,High Fidelity,/m/02vb_jp,John Cusack,M
358,loveable_rogue,Peter Blood,Captain Blood,/m/02vb_m3,Errol Flynn,M
359,loveable_rogue,Capt. Louis Renault,Casablanca,/m/05286qg,Claude Rains,M
360,loveable_rogue,Abu,The Thief of Bagdad,/m/0k6nkk,Sabu Dastagir,M
361,loveable_rogue,Eames,Inception,/m/07lkzl3,Tom Hardy,M
362,loveable_rogue,Wolverine,X-Men,/m/0k86q4,Hugh Jackman,M
363,master_swordsman,Qui-Gon Jinn,Star Wars Episode I: The Phantom Menace,/m/0k3qyf,Liam Neeson,M
364,master_swordsman,Obi-Wan Kenobi,Star Wars Episode I: The Phantom Menace,/m/0k3qy3,Ewan McGregor,M
365,master_swordsman,Darth Vader,Star Wars Episode V: The Empire Strikes Back,/m/02nwtmm,James Earl Jones,M
366,master_swordsman,Inigo Montoya,The Princess Bride,/m/0k65z5,Mandy Patinkin,M
367,revenge,Inigo Montoya,The Princess Bride,/m/0k65z5,Mandy Patinkin,M
368,tranquil_fury,Inigo Montoya,The Princess Bride,/m/0k65z5,Mandy Patinkin,M
369,master_swordsman,Archibald Cunningham,Rob Roy,/m/0k2ltj,Tim Roth,M
370,master_swordsman,Madmartigan,Willow,/m/0k8378,Val Kilmer,M
371,master_swordsman,Nameless,Hero,/m/0jzcr5,Jet Li,M
372,master_swordsman,Broken Sword,Hero,/m/0jzcrb,Tony Leung Chiu Wai,M
373,warrior_poet,Broken Sword,Hero,/m/0jzcrb,Tony Leung Chiu Wai,M
374,master_swordsman,Aragorn,The Lord of the Rings: The Return of the King,/m/0k5scp,Viggo Mortensen,M
375,master_swordsman,Blade,Blade,/m/0jvh78,Wesley Snipes,M
376,master_swordsman,He-Man,Masters of the Universe,/m/0k0h9d,Dolph Lundgren,M
377,morally_bankrupt_banker,Mr. Perkins,Despicable Me,/m/06zzgw6,Will Arnett,M
378,morally_bankrupt_banker,Patrick Bateman,American Psycho,/m/0jtfcj,Christian Bale,M
379,officer_and_a_gentleman,Norrington,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xyd,Jack Davenport,M
380,officer_and_a_gentleman,Col. Robert Gould Shaw,Glory,/m/0jyts_,Matthew Broderick,M
381,officer_and_a_gentleman,Captain Nicholls,War Horse,/m/0gkcn1g,Tom Hiddleston,M
382,ophelia,Elisabeth Burrows,Don't Say a Word,/m/0jxfnl,Brittany Murphy,F
383,ophelia,Crazy Cora,Quigley Down Under,/m/02tb5g1,Laura San Giacomo,F
384,ophelia,Justine,Melancholia,/m/0gkj0cn,Kirsten Dunst,F
385,ophelia,Gina Montana,Scarface,/m/0k2ysf,Mary Elizabeth Mastrantonio,F
386,ophelia,Jane Olsen,The Cabinet of Dr. Caligari,/m/08cqh60,Lil Dagover,F
387,playful_hacker,Kevin Flynn,Tron,/m/0k7cbl,Jeff Bridges,M
388,playful_hacker,Sam Flynn,Tron: Legacy,/m/062y97x,Garrett Hedlund,M
389,playful_hacker,Riley Poole,National Treasure,/m/0k14vc,Justin Bartha,M
390,playful_hacker,David Lightman,WarGames,/m/0k7w8p,Matthew Broderick,M
391,playful_hacker,Mr. Universe,Serenity,/m/0k31lb,David Krumholtz,M
392,prima_donna,Sharpay Evans,High School Musical,/m/0jzdz2,Ashley Tisdale,F
393,prima_donna,Sharpay Evans,High School Musical 2,/m/02vc3dx,Ashley Tisdale,F
394,prima_donna,Sharpay Evans,High School Musical 3: Senior Year,/m/03lyytc,Ashley Tisdale,F
395,prima_donna,Margo Channing,All About Eve,/m/0jt8y2,Bette Davis,F
396,prima_donna,Norma Desmond,Sunset Boulevard,/m/0k3ybb,Gloria Swanson,F
397,psycho_for_hire,Gaear Grimsrud,Fargo,/m/0jy2x0,Peter Stormare,M
398,psycho_for_hire,Harlen Maguire,Road to Perdition,/m/0k2ljt,Jude Law,M
399,psycho_for_hire,Mr. Blonde,Reservoir Dogs,/m/0k2ggy,Michael Madsen,M
400,psycho_for_hire,Red Grant,From Russia with Love,/m/04p7pxj,Robert Shaw,M
401,psycho_for_hire,Anton Chigurh,No Country for Old Men,/m/03lgvz6,Javier Bardem,M
402,psycho_for_hire,Jackson Rippner,Red Eye,/m/0k2dm9,Cillian Murphy,M
403,psycho_for_hire,George Higgins,8mm,/m/03jsz47,Chris Bauer,M
404,psycho_for_hire,Major Arnold Toht,Indiana Jones and the Raiders of the Lost Ark,/m/02nwzyz,Ronald Lacey,M
405,psycho_for_hire,Mortimer Brewster,Arsenic and Old Lace,/m/0jtr3s,Cary Grant,M
406,psycho_for_hire,Col. Paul Tanner,My Fellow Americans,/m/04q604c,Everett McGill,M
407,psycho_for_hire,Bullet Tooth Tony,Snatch,/m/0k3gbw,Vinnie Jones,M
408,psycho_for_hire,Waingro,Heat,/m/03jrl1d,Kevin Gage,M
409,psycho_for_hire,Jack Wilson,Shane,/m/0k34x6,Jack Palance,M
410,psycho_for_hire,Isaacs,Hanna,/m/0gh94vc,Tom Hollander,M
411,psycho_for_hire,Frank,Once Upon a Time in the West,/m/0k1j4j,Henry Fonda,M
412,pupil_turned_to_evil,Count Dooku,Star Wars Episode II: Attack of the Clones,/m/0k3q_8,Christopher Lee,M
413,pupil_turned_to_evil,Aaron Hallam,The Hunted,/m/03ls4jv,Benicio del Toro,M
414,retired_outlaw,William Munny,Unforgiven,/m/0k7l31,Clint Eastwood,M
415,retired_outlaw,Ned Logan,Unforgiven,/m/04xg29q,Morgan Freeman,M
416,retired_outlaw,Butch Cassidy,Butch Cassidy and the Sundance Kid,/m/04ky2tz,Paul Newman,M
417,retired_outlaw,The Sundance Kid,Butch Cassidy and the Sundance Kid,/m/0jvzx9,Robert Redford,M
418,retired_outlaw,Patrick Floyd 'Pat' Garrett,Young Guns II,/m/03jsysn,William Petersen,M
419,retired_outlaw,Roy O'Bannon,Shanghai Noon,/m/0k34yw,Owen Wilson,M
420,revenge,Khan Noonien Singh,Star Trek II: The Wrath of Khan,/m/02h8fyx,Ricardo Montalbán,M
421,revenge,Col. Douglas Mortimer,For a Few Dollars More,/m/0jybsw,Lee Van Cleef,M
422,revenge,Leonard,Memento,/m/0k0l33,Guy Pearce,M
423,revenge,Conan the Barbarian,Conan the Destroyer,/m/0jwmfk,Arnold Schwarzenegger,M
424,romantic_runnerup,Lon Hammond Jr.,The Notebook,/m/04lsjwd,James Marsden,M
425,romantic_runnerup,Prince Edward,Enchanted,/m/0jxvm9,James Marsden,M
426,romantic_runnerup,James Norrington,Pirates of the Caribbean: At World's End,/m/0k1xw3,Jack Davenport,M
427,romantic_runnerup,Julian Mercer,Something's Gotta Give,/m/0k3jn6,Keanu Reeves,M
428,romantic_runnerup,Michael Grates,Reality Bites,/m/0k2ct2,Ben Stiller,M
429,romantic_runnerup,Proteus,Sinbad: Legend of the Seven Seas,/m/02vc177,Joseph Fiennes,M
430,self_made_man,George Kittredge,The Philadelphia Story,/m/0h6f8kc,John Howard,M
431,self_made_man,Roger Callaway,It Takes Two,/m/0j_0s0,Steve Guttenberg,M
432,self_made_man,"Daniel ""Rudy"" Ruettiger",Rudy,/m/02tb8j3,Sean Astin,M
433,slacker,Dale Denton,Pineapple Express,/m/02t9zmj,Seth Rogen,M
434,stoner,Dale Denton,Pineapple Express,/m/02t9zmj,Seth Rogen,M
435,slacker,Ben Stone,Knocked Up,/m/0j_ks0,Seth Rogen,M
436,slacker,Shaun,Shaun of the Dead,/m/0k35n0,Simon Pegg,M
437,slacker,Kumar Patel,Harold & Kumar Go to White Castle,/m/0jz5zx,Kal Penn,M
438,stoner,Kumar Patel,Harold & Kumar Go to White Castle,/m/0jz5zx,Kal Penn,M
439,slacker,Kumar Patel,Harold & Kumar Escape from Guantanamo Bay,/m/02vdfc2,Kal Penn,M
440,slacker,John Winger,Stripes,/m/0k3w4y,Bill Murray,M
441,slacker,Aram Finklestein,The Rebound,/m/064yxrp,Justin Bartha,M
442,stoner,Jay,Dogma,/m/0jxdkm,Jason Mewes,M
443,stoner,"Bill S. Preston, Esq.",Bill & Ted's Excellent Adventure,/m/0jvcqm,Alex Winter,M
444,surfer_dude,"Bill S. Preston, Esq.",Bill & Ted's Excellent Adventure,/m/0jvcqm,Alex Winter,M
445,stoner,"Ted ""Theodore"" Logan",Bill & Ted's Excellent Adventure,/m/0jvcqg,Keanu Reeves,M
446,surfer_dude,"Ted ""Theodore"" Logan",Bill & Ted's Excellent Adventure,/m/0jvcqg,Keanu Reeves,M
447,stoner,Jeff Spicoli,Fast Times at Ridgemont High,/m/0jy30b,Sean Penn,M
448,surfer_dude,Jeff Spicoli,Fast Times at Ridgemont High,/m/0jy30b,Sean Penn,M
449,stoner,Luke Shapiro,The Wackness,/m/040lm10,Josh Peck,M
450,stoner,Harold Lee,Harold & Kumar Go to White Castle,/m/0jz5zr,John Cho,M
451,stoner,Red,Pineapple Express,/m/04zk2_k,Danny McBride,M
452,stoner,Saul Silver,Pineapple Express,/m/02vb3yc,James Franco,M
453,stoner,Thadeous,Your Highness,/m/07zm_ym,Danny McBride,M
454,stoner,Fabious,Your Highness,/m/07zm_zv,James Franco,M
455,stoner,Marty Mikalski,The Cabin in the Woods,/m/083z84s,Fran Kranz,M
456,storyteller,Dilios,300,/m/0jsg_x,David Wenham,M
457,storyteller,Ed Bloom - Young,Big Fish,/m/0jvbkh,Ewan McGregor,M
458,storyteller,Garth McCann,Secondhand Lions,/m/0k309k,Michael Caine,M
459,storyteller,Wendy Darling,Peter Pan,/m/0k1vn1,Rachel Hurd-Wood,F
460,stupid_crooks,Sol,Snatch,/m/03jtd2p,Lennie James,M
461,stupid_crooks,Vinny,Snatch,/m/03lsltz,Robbie Gee,M
462,stupid_crooks,Tyrone,Snatch,/m/09hy0ym,Ade,M
463,stupid_crooks,Jerry Lundegaard,Fargo,/m/0jy2wd,William H. Macy,M
464,stupid_crooks,Vincent Vega,Pulp Fiction,/m/01xlj4l,John Travolta,M
465,surfer_dude,Chicken Joe,Surf's Up,/m/02_wz7y,Jon Heder,M
466,surfer_dude,Geek,Surf's Up,/m/02_wz9s,Jeff Bridges,M
467,surfer_dude,Stoney Brown,Encino Man,/m/0jxvpr,Pauly Shore,M
468,surfer_dude,Crawl,Son in Law,/m/02tb5qh,Pauly Shore,M
469,surfer_dude,Bud Macintosh,Bio-Dome,/m/02vcwzp,Pauly Shore,M
470,surfer_dude,Lance B. Johnson,Apocalypse Now,/m/02vd4sl,Sam Bottoms,M
471,the_chief,Dreyfus,The Pink Panther,/m/0k63xm,Kevin Kline,M
472,the_chief,Lt. Andrew Bogomil,Beverly Hills Cop,/m/045xnnw,Ronny Cox,M
473,the_chief,The Chief,Dirty Harry,/m/0cg54hp,John Larch,M
474,the_editor,Ben Bradlee,All the President's Men,/m/0jt9_0,Jason Robards,M
475,the_editor,Walter Burns,His Girl Friday,/m/0jzg14,Cary Grant,M
476,tranquil_fury,Eric Draven,The Crow,/m/0k4td6,Brandon Lee,M
477,tranquil_fury,John Preston,Equilibrium,/m/0jxwq8,Christian Bale,M
478,tranquil_fury,Ethan Hunt,Mission: Impossible,/m/0k0qpl,Tom Cruise,M
479,tranquil_fury,David Sumner,Straw Dogs,/m/0k3v65,Dustin Hoffman,M
480,tranquil_fury,Max Cady,Cape Fear,/m/0jw22y,Robert De Niro,M
481,tranquil_fury,Driver,Drive,/m/0g4vml8,Ryan Gosling,M
482,trickster,Han Solo,Star Wars Episode V: The Empire Strikes Back,/m/01xpntj,Harrison Ford,M
483,trickster,Tyler Durden,Fight Club,/m/0jy5tj,Brad Pitt,M
484,trickster,Mr. Nick,The Imaginarium of Dr. Parnassus,/m/03kz4l5,Tom Waits,M
485,valley_girl,Julie Richman,Valley Girl,/m/03jprhz,Deborah Foreman,F
486,valley_girl,Elle Woods,Legally Blonde,/m/0j_wm4,Reese Witherspoon,F
487,valley_girl,Karen,White Chicks,/m/045xr4n,Busy Philipps,F
488,warrior_poet,Katsumoto,The Last Samurai,/m/0k5n1r,Ken Watanabe,M
489,warrior_poet,Zohan,You Don't Mess with the Zohan,/m/03hqx35,Adam Sandler,M
490,warrior_poet,Colonel Walter E. Kurtz,Apocalypse Now,/m/0jtp23,Marlon Brando,M
491,warrior_poet,Master Li Mu Bai,"Crouching Tiger, Hidden Dragon",/m/0jwt__,Chow Yun-Fat,M
492,warrior_poet,Tool,The Expendables,/m/05tb1tv,Mickey Rourke,M
493,warrior_poet,T. E. Lawrence,Lawrence of Arabia,/m/0j_tdt,Peter O'Toole,M
494,warrior_poet,Horton the Elephant,Horton Hears a Who!,/m/05tgl99,Jim Carrey,M
495,young_gun,Chico,The Magnificent Seven,/m/0k5tn5,Horst Buchholz,M
496,young_gun,Morgan Earp,Tombstone,/m/0k776f,Bill Paxton,M
497,young_gun,Colorado Ryan,Rio Bravo,/m/0k2kqg,Ricky Nelson,M
498,young_gun,Tom Sawyer,The League of Extraordinary Gentlemen,/m/0k5nsh,Shane West,M
499,young_gun,William H. 'Billy the Kid' Bonney,Young Guns II,/m/03lrjk0,Emilio Estevez,M
500,young_gun,Jake,Silverado,/m/0k39jj,Kevin Costner,M
