,type,char,movie,Freebase_character/actor_map_ID,Actor_name
303,heartbroken_badass,Bill,Kill Bill Volume 1,/m/0j_fvv,David Carradine
304,henpecked_husband,Norbit,Norbit,/m/01z0rf5,Eddie Murphy
305,henpecked_husband,Bobby Davis,Wild Hogs,/m/0256cyz,Martin Lawrence
306,henpecked_husband,Dr. Ernest Menville,Death Becomes Her,/m/0jx2_4,Bruce Willis
307,henpecked_husband,Dr. Howard Bannister,"What's Up, Doc?",/m/0k7_cy,Ryan O'Neal
308,henpecked_husband,Ned Schneebly,School of Rock,/m/0k2zjr,Mike White
309,hitman_with_a_heart,Julian Noble,The Matador,/m/0k5wt7,Pierce Brosnan
310,hitman_with_a_heart,Ghost Dog,Ghost Dog: The Way of the Samurai,/m/0jyr6h,Forest Whitaker
311,hitman_with_a_heart,Jimmy 'The Tulip' Tudeski,The Whole Nine Yards,/m/0k6x0x,Bruce Willis
312,hitman_with_a_heart,Mr. Goodkat,Lucky Number Slevin,/m/0k087f,Bruce Willis
313,hitman_with_a_heart,John Lee,The Replacement Killers,/m/0k68kd,Chow Yun-Fat
314,hitman_with_a_heart,Il Duce,The Boondock Saints,/m/0k4k6j,Billy Connolly
315,hitman_with_a_heart,Jason Bourne,The Bourne Identity,/m/0k4kcz,Matt Damon
316,hitman_with_a_heart,Frank Falenczyk,You Kill Me,/m/02vb7cx,Ben Kingsley
317,hitman_with_a_heart,Wesley Gibson,Wanted,/m/02vb_l5,James McAvoy
318,hitman_with_a_heart,Vincent,Collateral,/m/0jwkz6,Tom Cruise
319,jerk_jock,Austin,Not Another Teen Movie,/m/0k1cs5,Eric Christian Olsen
320,jerk_jock,Johnny Lawrence,The Karate Kid,/m/0k5jyf,William Zabka
321,jerk_jock,Gaston,Beauty and the Beast,/m/0jv4jc,Richard White
322,jerk_jock,Jim,Edward Scissorhands,/m/0jxqwd,Anthony Michael Hall
323,jerk_jock,Biff Tannen,Back to the Future,/m/0jty60,Thomas F. Wilson
324,jerk_jock,Kurt Kelly,Heathers,/m/0h5slxp,Lance Fenton
325,jerk_jock,Bo,Cursed,/m/0jwwhw,Milo Ventimiglia
326,jerk_jock,Mike Dexter,Can't Hardly Wait,/m/03jsnmf,Peter Facinelli
327,jerk_jock,Garth,Alpha and Omega,/m/0d2jcym,Chris Carmack
328,junkie_prophet,Agatha,Minority Report,/m/0k0pgt,Samantha Morton
329,junkie_prophet,Cassie Holmes,Push,/m/040kc5w,Dakota Fanning
330,klutz,Mia Thermopolis,The Princess Diaries,/m/02vbfh2,Anne Hathaway
331,klutz,Seymour Krelborn,Little Shop of Horrors,/m/0k020r,Rick Moranis
332,loser_protagonist,Paul Blart,Paul Blart: Mall Cop,/m/059sm0m,Kevin James
333,loser_protagonist,Sidney Young,How to Lose Friends & Alienate People,/m/040l_q8,Simon Pegg
334,loser_protagonist,Dennis,"Run, Fat Boy, Run",/m/03lvx8n,Simon Pegg
335,loser_protagonist,Mark Bellison,The Invention of Lying,/m/062xh9l,Ricky Gervais
336,loser_protagonist,Dewey Finn,School of Rock,/m/0k2zjf,Jack Black
337,loser_protagonist,Rob Gordon,High Fidelity,/m/02vb_jp,John Cusack
338,loveable_rogue,Han Solo,Star Wars Episode IV: A New Hope,/m/0k3r1_,Harrison Ford
339,loveable_rogue,Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xxm,Johnny Depp
340,loveable_rogue,Peter Blood,Captain Blood,/m/02vb_m3,Errol Flynn
341,loveable_rogue,Capt. Louis Renault,Casablanca,/m/05286qg,Claude Rains
342,loveable_rogue,Abu,The Thief of Bagdad,/m/0k6nkk,Sabu Dastagir
343,loveable_rogue,Eames,Inception,/m/07lkzl3,Tom Hardy
344,loveable_rogue,Rodney Skinner,The League of Extraordinary Gentlemen,/m/0k5ns5,Tony Curran
345,loveable_rogue,Harold Hill,The Music Man,/m/04hv61w,Matthew Broderick
346,loveable_rogue,Wolverine,X-Men,/m/0k86q4,Hugh Jackman
347,master_swordsman,Qui-Gon Jinn,Star Wars Episode I: The Phantom Menace,/m/0k3qyf,Liam Neeson
348,master_swordsman,Obi-Wan Kenobi,Star Wars Episode I: The Phantom Menace,/m/0k3qy3,Ewan McGregor
349,master_swordsman,Darth Vader,Star Wars Episode V: The Empire Strikes Back,/m/02nwtmm,James Earl Jones
350,master_swordsman,Inigo Montoya,The Princess Bride,/m/0k65z5,Mandy Patinkin
351,master_swordsman,Bill,Kill Bill Volume 1,/m/0j_fvv,David Carradine
352,master_swordsman,Archibald Cunningham,Rob Roy,/m/0k2ltj,Tim Roth
353,master_swordsman,Madmartigan,Willow,/m/0k8378,Val Kilmer
354,master_swordsman,Nameless,Hero,/m/0jzcr5,Jet Li
355,master_swordsman,Broken Sword,Hero,/m/0jzcrb,Tony Leung Chiu Wai
356,master_swordsman,Aragorn,The Lord of the Rings: The Return of the King,/m/0k5scp,Viggo Mortensen
357,master_swordsman,Blade,Blade,/m/0jvh78,Wesley Snipes
358,master_swordsman,He-Man,Masters of the Universe,/m/0k0h9d,Dolph Lundgren
359,morally_bankrupt_banker,Mr. Perkins,Despicable Me,/m/06zzgw6,Will Arnett
360,morally_bankrupt_banker,Patrick Bateman,American Psycho,/m/0jtfcj,Christian Bale
361,morally_bankrupt_banker,Henry F. Potter,It's a Wonderful Life,/m/0j_11c,Lionel Barrymore
362,officer_and_a_gentleman,Norrington,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xyd,Jack Davenport
363,officer_and_a_gentleman,Col. Robert Gould Shaw,Glory,/m/0jyts_,Matthew Broderick
364,officer_and_a_gentleman,Jack Aubrey,Master and Commander: The Far Side of the World,/m/0k0h66,Russell Crowe
365,officer_and_a_gentleman,Captain Nicholls,War Horse,/m/0gkcn1g,Tom Hiddleston
366,ophelia,Elisabeth Burrows,Don't Say a Word,/m/0jxfnl,Brittany Murphy
367,ophelia,Crazy Cora,Quigley Down Under,/m/02tb5g1,Laura San Giacomo
368,ophelia,Justine,Melancholia,/m/0gkj0cn,Kirsten Dunst
369,ophelia,Gina Montana,Scarface,/m/0k2ysf,Mary Elizabeth Mastrantonio
370,ophelia,Jane Olsen,The Cabinet of Dr. Caligari,/m/08cqh60,Lil Dagover
371,playful_hacker,Kevin Flynn,Tron,/m/0k7cbl,Jeff Bridges
372,playful_hacker,Sam Flynn,Tron: Legacy,/m/062y97x,Garrett Hedlund
373,playful_hacker,Riley Poole,National Treasure,/m/0k14vc,Justin Bartha
374,playful_hacker,David Lightman,WarGames,/m/0k7w8p,Matthew Broderick
375,playful_hacker,Mr. Universe,Serenity,/m/0k31lb,David Krumholtz
376,prima_donna,Lina Lamont,Singin' in the Rain,/m/0k3b2r,Jean Hagen
377,prima_donna,Sharpay Evans,High School Musical,/m/0jzdz2,Ashley Tisdale
378,prima_donna,Sharpay Evans,High School Musical 2,/m/02vc3dx,Ashley Tisdale
379,prima_donna,Sharpay Evans,High School Musical 3: Senior Year,/m/03lyytc,Ashley Tisdale
380,prima_donna,Margo Channing,All About Eve,/m/0jt8y2,Bette Davis
381,prima_donna,Norma Desmond,Sunset Boulevard,/m/0k3ybb,Gloria Swanson
382,psycho_for_hire,Gaear Grimsrud,Fargo,/m/0jy2x0,Peter Stormare
383,psycho_for_hire,Harlen Maguire,Road to Perdition,/m/0k2ljt,Jude Law
384,psycho_for_hire,Mr. Blonde,Reservoir Dogs,/m/0k2ggy,Michael Madsen
385,psycho_for_hire,Red Grant,From Russia with Love,/m/04p7pxj,Robert Shaw
386,psycho_for_hire,Anton Chigurh,No Country for Old Men,/m/03lgvz6,Javier Bardem
387,psycho_for_hire,Jackson Rippner,Red Eye,/m/0k2dm9,Cillian Murphy
388,psycho_for_hire,Staff Sergeant Robert Barnes,Platoon,/m/0k1yyt,Tom Berenger
389,psycho_for_hire,George Higgins,8mm,/m/03jsz47,Chris Bauer
390,psycho_for_hire,Major Arnold Toht,Indiana Jones and the Raiders of the Lost Ark,/m/02nwzyz,Ronald Lacey
391,psycho_for_hire,Mortimer Brewster,Arsenic and Old Lace,/m/0jtr3s,Cary Grant
392,psycho_for_hire,Col. Paul Tanner,My Fellow Americans,/m/04q604c,Everett McGill
393,psycho_for_hire,Bullet Tooth Tony,Snatch,/m/0k3gbw,Vinnie Jones
394,psycho_for_hire,Waingro,Heat,/m/03jrl1d,Kevin Gage
395,psycho_for_hire,Jack Wilson,Shane,/m/0k34x6,Jack Palance
396,psycho_for_hire,Isaacs,Hanna,/m/0gh94vc,Tom Hollander
397,psycho_for_hire,Frank,Once Upon a Time in the West,/m/0k1j4j,Henry Fonda
398,pupil_turned_to_evil,Count Dooku,Star Wars Episode II: Attack of the Clones,/m/0k3q_8,Christopher Lee
399,pupil_turned_to_evil,Aaron Hallam,The Hunted,/m/03ls4jv,Benicio del Toro
400,retired_outlaw,William Munny,Unforgiven,/m/0k7l31,Clint Eastwood
401,retired_outlaw,Ned Logan,Unforgiven,/m/04xg29q,Morgan Freeman
402,retired_outlaw,Butch Cassidy,Butch Cassidy and the Sundance Kid,/m/04ky2tz,Paul Newman
403,retired_outlaw,The Sundance Kid,Butch Cassidy and the Sundance Kid,/m/0jvzx9,Robert Redford
404,retired_outlaw,Patrick Floyd 'Pat' Garrett,Young Guns II,/m/03jsysn,William Petersen
405,retired_outlaw,Roy O'Bannon,Shanghai Noon,/m/0k34yw,Owen Wilson
406,revenge,Inigo Montoya,The Princess Bride,/m/0k65z5,Mandy Patinkin
407,revenge,Khan Noonien Singh,Star Trek II: The Wrath of Khan,/m/02h8fyx,Ricardo Montalbán
408,revenge,Col. Douglas Mortimer,For a Few Dollars More,/m/0jybsw,Lee Van Cleef
409,revenge,Leonard,Memento,/m/0k0l33,Guy Pearce
410,revenge,Harmonica,Once Upon a Time in the West,/m/0k1j46,Charles Bronson
411,revenge,Conan the Barbarian,Conan the Destroyer,/m/0jwmfk,Arnold Schwarzenegger
412,romantic_runnerup,Lon Hammond Jr.,The Notebook,/m/04lsjwd,James Marsden
413,romantic_runnerup,Prince Edward,Enchanted,/m/0jxvm9,James Marsden
414,romantic_runnerup,James Norrington,Pirates of the Caribbean: At World's End,/m/0k1xw3,Jack Davenport
415,romantic_runnerup,Julian Mercer,Something's Gotta Give,/m/0k3jn6,Keanu Reeves
416,romantic_runnerup,Michael Grates,Reality Bites,/m/0k2ct2,Ben Stiller
417,romantic_runnerup,Proteus,Sinbad: Legend of the Seven Seas,/m/02vc177,Joseph Fiennes
418,self_made_man,George Kittredge,The Philadelphia Story,/m/0h6f8kc,John Howard
419,self_made_man,Roger Callaway,It Takes Two,/m/0j_0s0,Steve Guttenberg
420,self_made_man,"Daniel ""Rudy"" Ruettiger",Rudy,/m/02tb8j3,Sean Astin
421,slacker,Brodie Bruce,Mallrats,/m/07ldy8x,Jason Lee
422,slacker,Dale Denton,Pineapple Express,/m/02t9zmj,Seth Rogen
423,slacker,Ben Stone,Knocked Up,/m/0j_ks0,Seth Rogen
424,slacker,Shaun,Shaun of the Dead,/m/0k35n0,Simon Pegg
425,slacker,Kumar Patel,Harold & Kumar Go to White Castle,/m/0jz5zx,Kal Penn
426,slacker,Kumar Patel,Harold & Kumar Escape from Guantanamo Bay,/m/02vdfc2,Kal Penn
427,slacker,Romy White,Romy and Michele's High School Reunion,/m/0k2p5c,Mira Sorvino
428,slacker,Michele Weinberger,Romy and Michele's High School Reunion,/m/0k2p5j,Lisa Kudrow
429,slacker,John Winger,Stripes,/m/0k3w4y,Bill Murray
430,slacker,Dewey Finn,School of Rock,/m/0k2zjf,Jack Black
431,slacker,Aram Finklestein,The Rebound,/m/064yxrp,Justin Bartha
432,stoner,Jay,Dogma,/m/0jxdkm,Jason Mewes
433,stoner,"Bill S. Preston, Esq.",Bill & Ted's Excellent Adventure,/m/0jvcqm,Alex Winter
434,stoner,"Ted ""Theodore"" Logan",Bill & Ted's Excellent Adventure,/m/0jvcqg,Keanu Reeves
435,stoner,Jeff Spicoli,Fast Times at Ridgemont High,/m/0jy30b,Sean Penn
436,stoner,Luke Shapiro,The Wackness,/m/040lm10,Josh Peck
437,stoner,Kumar Patel,Harold & Kumar Go to White Castle,/m/0jz5zx,Kal Penn
438,stoner,Harold Lee,Harold & Kumar Go to White Castle,/m/0jz5zr,John Cho
439,stoner,Dale Denton,Pineapple Express,/m/02t9zmj,Seth Rogen
440,stoner,Red,Pineapple Express,/m/04zk2_k,Danny McBride
441,stoner,Saul Silver,Pineapple Express,/m/02vb3yc,James Franco
442,stoner,Thadeous,Your Highness,/m/07zm_ym,Danny McBride
443,stoner,Fabious,Your Highness,/m/07zm_zv,James Franco
444,stoner,Marty Mikalski,The Cabin in the Woods,/m/083z84s,Fran Kranz
445,storyteller,Dilios,300,/m/0jsg_x,David Wenham
446,storyteller,Ed Bloom - Young,Big Fish,/m/0jvbkh,Ewan McGregor
447,storyteller,Garth McCann,Secondhand Lions,/m/0k309k,Michael Caine
448,storyteller,Wendy Darling,Peter Pan,/m/0k1vn1,Rachel Hurd-Wood
449,stupid_crooks,Sol,Snatch,/m/03jtd2p,Lennie James
450,stupid_crooks,Vinny,Snatch,/m/03lsltz,Robbie Gee
451,stupid_crooks,Tyrone,Snatch,/m/09hy0ym,Ade
452,stupid_crooks,Jerry Lundegaard,Fargo,/m/0jy2wd,William H. Macy
453,stupid_crooks,Vincent Vega,Pulp Fiction,/m/01xlj4l,John Travolta
454,surfer_dude,"Ted ""Theodore"" Logan",Bill & Ted's Excellent Adventure,/m/0jvcqg,Keanu Reeves
455,surfer_dude,"Bill S. Preston, Esq.",Bill & Ted's Excellent Adventure,/m/0jvcqm,Alex Winter
456,surfer_dude,Jeff Spicoli,Fast Times at Ridgemont High,/m/0jy30b,Sean Penn
457,surfer_dude,Chicken Joe,Surf's Up,/m/02_wz7y,Jon Heder
458,surfer_dude,Geek,Surf's Up,/m/02_wz9s,Jeff Bridges
459,surfer_dude,Stoney Brown,Encino Man,/m/0jxvpr,Pauly Shore
460,surfer_dude,Crawl,Son in Law,/m/02tb5qh,Pauly Shore
461,surfer_dude,Bud Macintosh,Bio-Dome,/m/02vcwzp,Pauly Shore
462,surfer_dude,Lance B. Johnson,Apocalypse Now,/m/02vd4sl,Sam Bottoms
463,the_chief,Dreyfus,The Pink Panther,/m/0k63xm,Kevin Kline
464,the_chief,Lt. Andrew Bogomil,Beverly Hills Cop,/m/045xnnw,Ronny Cox
465,the_chief,The Chief,Dirty Harry,/m/0cg54hp,John Larch
466,the_editor,Ben Bradlee,All the President's Men,/m/0jt9_0,Jason Robards
467,the_editor,Walter Burns,His Girl Friday,/m/0jzg14,Cary Grant
468,tranquil_fury,Eric Draven,The Crow,/m/0k4td6,Brandon Lee
469,tranquil_fury,John Preston,Equilibrium,/m/0jxwq8,Christian Bale
470,tranquil_fury,Ethan Hunt,Mission: Impossible,/m/0k0qpl,Tom Cruise
471,tranquil_fury,Inigo Montoya,The Princess Bride,/m/0k65z5,Mandy Patinkin
472,tranquil_fury,David Sumner,Straw Dogs,/m/0k3v65,Dustin Hoffman
473,tranquil_fury,Max Cady,Cape Fear,/m/0jw22y,Robert De Niro
474,tranquil_fury,Driver,Drive,/m/0g4vml8,Ryan Gosling
475,trickster,Han Solo,Star Wars Episode V: The Empire Strikes Back,/m/01xpntj,Harrison Ford
476,trickster,Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xxm,Johnny Depp
477,trickster,Tyler Durden,Fight Club,/m/0jy5tj,Brad Pitt
478,trickster,Mr. Nick,The Imaginarium of Dr. Parnassus,/m/03kz4l5,Tom Waits
479,trickster,Loki,Thor,/m/0855mjk,Tom Hiddleston
480,valley_girl,Julie Richman,Valley Girl,/m/03jprhz,Deborah Foreman
481,valley_girl,Cher Horowitz,Clueless,/m/0jwjsy,Alicia Silverstone
482,valley_girl,Romy White,Romy and Michele's High School Reunion,/m/0k2p5c,Mira Sorvino
483,valley_girl,Buffy Summers,Buffy the Vampire Slayer,/m/0jvy0r,Kristy Swanson
484,valley_girl,Elle Woods,Legally Blonde,/m/0j_wm4,Reese Witherspoon
485,valley_girl,Karen,White Chicks,/m/045xr4n,Busy Philipps
486,warrior_poet,Katsumoto,The Last Samurai,/m/0k5n1r,Ken Watanabe
487,warrior_poet,Arthur Burns,The Proposition,/m/0k66rt,Danny Huston
488,warrior_poet,Zohan,You Don't Mess with the Zohan,/m/03hqx35,Adam Sandler
489,warrior_poet,Broken Sword,Hero,/m/0jzcrb,Tony Leung Chiu Wai
490,warrior_poet,Colonel Walter E. Kurtz,Apocalypse Now,/m/0jtp23,Marlon Brando
491,warrior_poet,Master Li Mu Bai,"Crouching Tiger, Hidden Dragon",/m/0jwt__,Chow Yun-Fat
492,warrior_poet,Tool,The Expendables,/m/05tb1tv,Mickey Rourke
493,warrior_poet,T. E. Lawrence,Lawrence of Arabia,/m/0j_tdt,Peter O'Toole
494,warrior_poet,Horton the Elephant,Horton Hears a Who!,/m/05tgl99,Jim Carrey
495,young_gun,Chico,The Magnificent Seven,/m/0k5tn5,Horst Buchholz
496,young_gun,Morgan Earp,Tombstone,/m/0k776f,Bill Paxton
497,young_gun,Colorado Ryan,Rio Bravo,/m/0k2kqg,Ricky Nelson
498,young_gun,Tom Sawyer,The League of Extraordinary Gentlemen,/m/0k5nsh,Shane West
499,young_gun,William H. 'Billy the Kid' Bonney,Young Guns II,/m/03lrjk0,Emilio Estevez
500,young_gun,Jake,Silverado,/m/0k39jj,Kevin Costner
